Name,Email,Phone,Gender,County,Household_Size,Residence_Category,Cylinder_Size,Delivery_Time,Other_Fuel_Usage,Average_Usage_Days,Usage_Segment
Faith Kibet,faith.kibet53@gmail.com,254736465934,Male,Kericho,3,Bedsitter,13kg,Morning,Firewood,128,At-Risk
John Kiptoo,john.kiptoo88@gmail.com,254772854676,Female,Bungoma,7,Apartment,13kg,Evening,Charcoal,55,Regular Users
Grace Mwangi,grace.mwangi99@gmail.com,254718524149,Male,Elgeyo Marakwet,6,Apartment,13kg,Evening,Charcoal,116,Low Users
Mary Otieno,mary.otieno69@gmail,254788466678,Male,Nakuru,9,Business,13kg,Morning,Charcoal,92,Low Users
Mercy Maina,mercy.maina84@gmail.com,254759169495,Female,Nyandarua,2,Bedsitter,6kg,Morning,None,116,Low Users
Mercy Mwangi,mercy.mwangi24@gmail.com,254759665249,Male,Taita Taveta,6,Business,6kg,Morning,Charcoal,142,At-Risk
John Karanja,john.karanja42@gmail.com,254712447368,Male,Kisii,9,Apartment,13kg,Morning,Firewood,89,Regular Users
Susan Mugo,susan.mugo49@gmail.com,254748364435,Female,Makueni,3,Business,13kg,Morning,Electricity,32,Heavy Users
Ruth Cheruiyot,ruth.cheruiyot50@gmail.com,254768022092,Male,Kirinyaga,8,Apartment,13kg,Evening,Firewood,68,Regular Users
Esther Maina,esther.maina27@gmail.com,254754504915,Male,Bomet,4,Apartment,50kg,Evening,Electricity,79,Regular Users
Daniel Maina,daniel.maina11@gmail.com,254777326015,Male,Nairobi,4,Apartment,Other,Evening,Charcoal,149,At-Risk
Agnes Onyango,agnes.onyango27@gmail.com,254747208442,Female,Nyandarua,2,Bedsitter,13kg,Morning,Kerosene,24,Heavy Users
Agnes Onyango,agnes.onyango41@gmail.com,254765274620,Female,Laikipia,1,House,13kg,Afternoon,Charcoal,46,Regular Users
Daniel Cheruiyot,daniel.cheruiyot65@gmail.com,254743797730,Female,Kakamega,5,Apartment,13kg,Morning,None,27,Heavy Users
Agnes Cheruiyot,agnes.cheruiyot67@gmail.com,254776403387,Male,Isiolo,8,Bedsitter,13kg,Afternoon,None,69,Regular Users
Robert Kibet,robert.kibet95@gmail.com,254707055351,Male,Makueni,1,Business,13kg,Afternoon,Electricity,86,Regular Users
Peter Mwangi,peter.mwangi65@gmail.com,254713553239,Male,Kwale,10,Apartment,13kg,Evening,Charcoal,63,Regular Users
Michael Maina,michael.maina39@gmail.com,254740966680,Male,Makueni,9,Apartment,13kg,Afternoon,Firewood,144,At-Risk
Jane Mutua,jane.mutua74@gmial.com,254724867527,Female,Kiambu,5,Bedsitter,50kg,Evening,Charcoal,77,Regular Users
Joseph Kimani,joseph.kimani83@gmail.com,254715630434,Female,Siaya,6,Business,13kg,Morning,Charcoal,22,Heavy Users
Esther Cheruiyot,esther.cheruiyot4@gmail.com,254738244076,Female,Kiambu,5,Apartment,13kg,Morning,None,105,Low Users
Mary Onyango,mary.onyango58@gmail.com,254715250272,Male,Narok,8,House,13kg,Evening,None,89,Regular Users
Mercy Mugo,mercy.mugo64@gmail.com,254789476570,Male,Nairobi,1,Apartment,13kg,Morning,Firewood,149,At-Risk
John Kibet,john.kibet98@gmail.com,254792644203,Male,Nairobi,6,House,13kg,Morning,Kerosene,21,Heavy Users
Agnes Mwangi,agnes.mwangi55@gmail.com,254706805318,Male,Kwale,8,Apartment,50kg,Morning,Charcoal,121,At-Risk
Faith Kuria,faith.kuria21@gmail.com,254799941743,Male,Kilifi,5,Bedsitter,6kg,Evening,Firewood,54,Regular Users
Michael Kiptoo,michael.kiptoo18gmail.com,254791309124,Male,Nairobi,7,House,13kg,Morning,Charcoal,117,Low Users
Agnes Muriuki,agnes.muriuki10@gmail.com,254782643004,Female,Narok,9,Bedsitter,6kg,Afternoon,Charcoal,49,Regular Users
Mark Kiptoo,mark.kiptoo68@gmail.com,254741378008,Female,Muranga,7,Bedsitter,13kg,Morning,Firewood,135,At-Risk
John Otieno,john.otieno3@gmail.com,254770056813,Male,Nyamira,3,Business,13kg,Afternoon,Firewood,27,Heavy Users
Jane Muriuki,jane.muriuki71@gmail.com,254739311219,Female,West Pokot,10,Bedsitter,50kg,Afternoon,Firewood,63,Regular Users
Mark Ngugi,mark.ngugi7@gmail.com,254729713513,Female,Wajir,6,Business,13kg,Evening,Charcoal,55,Regular Users
Michael Kimani,michael.kimani51@gmail.com,254715716037,Female,Mandera,3,Bedsitter,13kg,Afternoon,Charcoal,96,Low Users
David Maina,david.maina85@gmail.com,254771644267,Female,Nyandarua,10,House,13kg,Afternoon,Electricity,50,Regular Users
Esther Cheruiyot,esther.cheruiyot21@gmail.com,254714567627,Female,Machakos,9,Bedsitter,13kg,Evening,Firewood,66,Regular Users
Mary Mugo,mary.mugo46@gmail.com,254795825035,Male,Kakamega,9,Business,6kg,Afternoon,Charcoal,74,Regular Users
Faith Achieng,faith.achieng76@gmail.com,254771755970,Male,Nyeri,4,Bedsitter,6kg,Afternoon,Charcoal,125,At-Risk
Ruth Mwangi,ruth.mwangi89@gmail.com,254719326396,Female,Tana River,2,Apartment,13kg,Afternoon,Charcoal,140,At-Risk
Faith Kibet,faith.kibet91@gmail.com,254786554207,Male,Vihiga,8,Business,13kg,Afternoon,Electricity,74,Regular Users
Grace Achieng,grace.achieng86@@gmail.com,254759198091,Female,Taita Taveta,8,Apartment,50kg,Evening,Firewood,31,Heavy Users
Faith Kibet,faith.kibet18@gmail.com,254736993542,Male,Kajiado,5,Bedsitter,13kg,Morning,Charcoal,22,Heavy Users
Faith Mugo,faith.mugo7@gmail.com,254703951792,Male,Laikipia,1,Business,13kg,Afternoon,None,49,Regular Users
Jane Kibet,jane.kibet26@gmail.com,254724306222,Female,Nairobi,2,Bedsitter,13kg,Evening,Electricity,42,Heavy Users
Peter Karanja,peter.karanja32@gmail.com,254709675426,Male,Kisii,5,Bedsitter,13kg,Morning,Electricity,111,Low Users
Jane Muriuki,jane.muriuki87@gmail.com,254728287324,Male,Kiambu,2,House,13kg,Afternoon,None,134,At-Risk
Agnes Karanja,agnes.karanja72@gmail.com,254771534807,Male,Garissa,7,House,13kg,Evening,Charcoal,123,At-Risk
Robert Kamau,robert.kamau57@gmail.com,254713566434,Female,Tharaka Nithi,1,Apartment,6kg,Afternoon,Charcoal,137,At-Risk
Peter Muriuki,peter.muriuki83@gmail.com,254752732735,Female,Migori,3,Bedsitter,13kg,Morning,Firewood,24,Heavy Users
James Onyango,james.onyango88@gmail.com,254759431819,Male,Wajir,1,Apartment,13kg,Afternoon,Charcoal,123,At-Risk
Peter Achieng,peter.achieng30@gmail.com,254713475942,Female,Tana River,7,Apartment,13kg,Morning,Electricity,127,At-Risk
Robert Kibet,robert.kibet92@gmail.com,254731874088,Male,Mandera,2,Apartment,13kg,Evening,Charcoal,84,Regular Users
Michael Kimani,michael.kimani96@gmail.com,254788405833,Female,Makueni,2,Bedsitter,13kg,Evening,Charcoal,140,At-Risk
Paul Mwangi,paul.mwangi85@gmail.com,254797438240,Male,Kiambu,8,House,13kg,Afternoon,Electricity,49,Regular Users
Esther Ngugi,esther.ngugi55@gmail.com,254729934755,Female,Nyamira,9,Bedsitter,13kg,Afternoon,Charcoal,103,Low Users
Grace Onyango,grace.onyango79@gmail.com,254715486657,Male,Kiambu,6,Bedsitter,13kg,Afternoon,Charcoal,51,Regular Users
Mark Achieng,mark.achieng34@gmail.com,254794146271,Male,Kisii,2,Bedsitter,6kg,Morning,Charcoal,35,Heavy Users
Peter Ngugi,peter.ngugi81@gmail.com,254726307599,Female,Marsabit,6,Business,13kg,Morning,Firewood,57,Regular Users
Mercy Kibet,mercy.kibet47@gmail.com,254771864623,Female,Nakuru,5,Business,Other,Afternoon,Charcoal,55,Regular Users
Ruth Maina,ruth.maina58@gmail.com,254730545449,Male,Kisumu,6,House,6kg,Morning,None,133,At-Risk
Mark Otieno,mark.otieno58@gmail.com,254713831312,Female,Wajir,10,Apartment,13kg,Morning,Charcoal,85,Regular Users
Agnes Kiptoo,agnes.kiptoo27@gmail.com,254733288202,Male,Embu,10,House,13kg,Afternoon,Firewood,124,At-Risk
Lilian Kuria,lilian.kuria67@gmail.com,254744047092,Male,Nairobi,6,Bedsitter,13kg,Afternoon,Electricity,104,Low Users
Grace Njoroge,grace.njoroge50@gmail.com,254735584554,Male,Nyandarua,1,Apartment,13kg,Morning,Charcoal,21,Heavy Users
Paul Otieno,paul.otieno92@gmail.com,254701882427,Male,Narok,7,Bedsitter,13kg,Morning,Charcoal,94,Low Users
Jane Muriuki,jane.muriuki22@gmail.com,254755608586,Female,Migori,6,Apartment,6kg,Afternoon,None,86,Regular Users
Mark Muriuki,mark.muriuki84@gmail.com,254737569505,Male,Vihiga,1,Apartment,50kg,Evening,Electricity,74,Regular Users
Mercy Omondi,mercy.omondi41@gmial.com,254780330823,Female,Nandi,9,House,13kg,Evening,Electricity,25,Heavy Users
Peter Mugo,peter.mugo99@gmail.com,254799515957,Female,Garissa,8,Business,13kg,Morning,Electricity,105,Low Users
Mark Karanja,mark.karanja64@gmail.com,254778572718,Male,Isiolo,9,Apartment,13kg,Morning,Electricity,79,Regular Users
Robert Kiptoo,robert.kiptoo84@gmail.com,254721386456,Male,Mandera,1,House,13kg,Afternoon,Charcoal,120,Low Users
Michael Mwangi,michael.mwangi31@gmail.com,254772002935,Male,Kwale,2,Apartment,13kg,Afternoon,Charcoal,31,Heavy Users
Mary Kibet,mary.kibet99@gmail.com,254730906267,Female,Wajir,1,Bedsitter,13kg,Morning,Firewood,68,Regular Users
Susan Mwangi,susan.mwangi29@gmail.com,254708220296,Male,Samburu,7,Business,6kg,Morning,Electricity,61,Regular Users
Esther Kamau,esther.kamau1@gmail.com,254796708950,Male,Laikipia,3,Business,13kg,Evening,Charcoal,101,Low Users
Robert Kibet,robert.kibet16@gmail.com,254783382115,Male,Nyandarua,7,Apartment,50kg,Afternoon,Electricity,54,Regular Users
Lilian Onyango,lilian.onyango99@gmail.com,254727743506,Male,Laikipia,10,Apartment,13kg,Evening,None,86,Regular Users
Lilian Mugo,lilian.mugo40@gmail.com,254739610962,Female,Migori,3,House,13kg,Morning,Charcoal,99,Low Users
Esther Mutua,esther.mutua91@gmail.com,254738225681,Male,Kajiado,3,Business,13kg,Morning,None,26,Heavy Users
Robert Omondi,robert.omondi51@gmail.com,254796025547,Female,Kajiado,7,House,13kg,Morning,Charcoal,33,Heavy Users
Peter Otieno,peter.otieno30@gmail.com,254792861764,Female,Taita Taveta,7,Apartment,6kg,Afternoon,Charcoal,92,Low Users
John Muriuki,john.muriuki8gmail.com,254724695195,Female,Nyamira,4,Business,13kg,Morning,Firewood,85,Regular Users
David Onyango,david.onyango20@gmail.com,254795511137,Female,Elgeyo Marakwet,4,Apartment,13kg,Evening,Electricity,110,Low Users
Michael Kiptoo,michael.kiptoo44@gmail.com,254798122591,Female,Nairobi,5,Bedsitter,50kg,Afternoon,Electricity,149,At-Risk
Faith Maina,faith.maina37@gmail.com,254711483575,Female,Uasin Gishu,4,Business,13kg,Afternoon,Charcoal,39,Heavy Users
James Mugo,james.mugo80@gmail.com,254775742881,Male,Kirinyaga,7,Apartment,13kg,Evening,Charcoal,29,Heavy Users
Joseph Njoroge,joseph.njoroge76@gmail.com,254763648765,Female,Kitui,6,House,13kg,Morning,Charcoal,44,Heavy Users
Mary Njoroge,mary.njoroge19@gmail.com,254774928791,Female,Bomet,6,Bedsitter,13kg,Evening,Charcoal,44,Heavy Users
Michael Njoroge,michael.njoroge34@gmail.com,254765868338,Female,Trans Nzoia,4,Bedsitter,13kg,Morning,Charcoal,73,Regular Users
Agnes Ngugi,agnes.ngugi73@gmail.com,254741617117,Male,Embu,3,House,13kg,Morning,Electricity,52,Regular Users
Ruth Kuria,ruth.kuria33@gmail.com,254770114563,Male,Nyandarua,6,Business,13kg,Morning,Electricity,114,Low Users
Lilian Kiptoo,lilian.kiptoo42@gmail.com,254787012444,Male,Homa Bay,5,Business,50kg,Evening,Charcoal,33,Heavy Users
James Kibet,james.kibet43@gmail.com,254774009036,Male,Kiambu,3,Apartment,13kg,Evening,Firewood,84,Regular Users
Esther Ngugi,esther.ngugi81@gmail.com,254710626183,Male,Nandi,4,Apartment,13kg,Afternoon,Electricity,129,At-Risk
Robert Mutua,robert.mutua16@gmail.com,254764909956,Male,Embu,4,Apartment,13kg,Morning,None,99,Low Users
John Kiptoo,john.kiptoo36@gmail.com,254780315834,Female,Kilifi,2,Business,13kg,Morning,Charcoal,73,Regular Users
Joseph Kimani,joseph.kimani58@gmail.com,254741160016,Male,Baringo,4,House,13kg,Morning,Charcoal,144,At-Risk
Faith Otieno,faith.otieno22@gmail.com,254714224514,Female,Kitui,1,Business,13kg,Afternoon,Charcoal,44,Heavy Users
Jane Mwangi,jane.mwangi99@gmail.com,254777246053,Female,Kwale,7,House,13kg,Evening,Firewood,136,At-Risk
Robert Kiptoo,robert.kiptoo98@gmail.com,254727129529,Male,Nyandarua,10,House,13kg,Morning,Charcoal,44,Heavy Users
Faith Njoroge,faith.njoroge12@gmail.com,254763720175,Female,Nairobi,9,Business,6kg,Evening,Electricity,98,Low Users
Agnes Muriuki,agnes.muriuki78@gmail.com,254781790624,Male,Taita Taveta,6,Bedsitter,6kg,Evening,Charcoal,87,Regular Users
Michael Muriuki,michael.muriuki41@gmail.com,254761388895,Male,Nairobi,10,Bedsitter,13kg,Evening,Electricity,31,Heavy Users
Mark Kimani,mark.kimani60@gmail.com,254770078791,Female,Samburu,9,Bedsitter,6kg,Evening,Kerosene,51,Regular Users
Ruth Cheruiyot,ruth.cheruiyot68@gmail.com,254796595372,Female,Nyandarua,8,House,13kg,Afternoon,Firewood,147,At-Risk
Ruth Onyango,ruth.onyango9@gmail.com,254768577869,Male,Tana River,5,House,13kg,Evening,Electricity,115,Low Users
Ruth Cheruiyot,ruth.cheruiyot17@gmail.com,254717073552,Female,Trans Nzoia,5,House,13kg,Evening,Firewood,111,Low Users
John Ngugi,john.ngugi65@gmail.com,254714986215,Male,Marsabit,10,House,13kg,Afternoon,Charcoal,50,Regular Users
Paul Kimani,paul.kimani37@gmail.com,254748525750,Female,Vihiga,7,Bedsitter,13kg,Evening,Charcoal,97,Low Users
Daniel Ngugi,daniel.ngugi43@gmail.com,254722312243,Female,Nakuru,10,Bedsitter,6kg,Evening,Charcoal,39,Heavy Users
David Kiptoo,david.kiptoo24@gmail.com,254757501911,Female,Trans Nzoia,2,Business,13kg,Evening,Firewood,79,Regular Users
Grace Kamau,grace.kamau99@gmail.com,254733694319,Male,Bungoma,2,Apartment,50kg,Morning,Kerosene,112,Low Users
Joseph Kamau,joseph.kamau9@gmail.com,254759057260,Female,Samburu,7,Business,Other,Afternoon,Charcoal,62,Regular Users
Robert Kibet,robert.kibet70@gmail.com,254757696398,Female,Embu,7,Apartment,13kg,Morning,Charcoal,149,At-Risk
Grace Ngugi,grace.ngugi59@gmail.com,254730473145,Female,Migori,2,Bedsitter,13kg,Afternoon,None,79,Regular Users
Mark Mugo,mark.mugo89@gmail.com,254756115247,Male,Marsabit,10,Apartment,50kg,Morning,Charcoal,50,Regular Users
Mary Onyango,mary.onyango71@gmail.com,254742341057,Male,Kiambu,9,House,13kg,Morning,None,24,Heavy Users
Mark Kibet,mark.kibet10@gmail.com,254703013145,Male,Uasin Gishu,8,House,13kg,Morning,Charcoal,29,Heavy Users
Jane Maina,jane.maina29@gmail.com,254731456034,Female,Kajiado,6,Bedsitter,13kg,Evening,Electricity,108,Low Users
Mark Cheruiyot,mark.cheruiyot84@gmail.com,254730424321,Male,Nairobi,4,Bedsitter,13kg,Morning,None,149,At-Risk
Ruth Cheruiyot,ruth.cheruiyot11@gmail.com,254792871989,Female,Turkana,7,Bedsitter,13kg,Afternoon,Electricity,145,At-Risk
Joseph Kimani,joseph.kimani8@gmail.com,254744327804,Male,Nakuru,8,House,13kg,Morning,Kerosene,30,Heavy Users
Jane Kiptoo,jane.kiptoo7@gmail.com,254793642172,Female,Tana River,6,Business,Other,Afternoon,Firewood,75,Regular Users
Robert Omondi,robert.omondi44@gmail.com,254761194074,Female,Kisii,1,Apartment,6kg,Morning,Charcoal,102,Low Users
Robert Kuria,robert.kuria96@gmail.com,254784019404,Female,Kisumu,1,House,13kg,Morning,None,118,Low Users
Esther Cheruiyot,esther.cheruiyot78@gmail.com,254734537407,Male,Nairobi,3,House,Other,Evening,Charcoal,92,Low Users
Joseph Ngugi,joseph.ngugi33@gmail.com,254727582848,Male,Trans Nzoia,10,Business,13kg,Afternoon,Firewood,134,At-Risk
Robert Otieno,robert.otieno8@gmail.com,254755039390,Female,Kiambu,5,Bedsitter,Other,Afternoon,Charcoal,26,Heavy Users
Joseph Muriuki,joseph.muriuki81@gmail.com,254723910670,Female,Kisumu,9,Business,50kg,Evening,Charcoal,99,Low Users
Grace Ngugi,grace.ngugi48@gmail.com,254796789095,Male,Nyamira,3,House,Other,Morning,Charcoal,116,Low Users
Mary Kibet,mary.kibet6@gmail.com,254743525016,Female,Kitui,4,Apartment,13kg,Evening,Charcoal,23,Heavy Users
Mercy Mugo,mercy.mugo41@gmail.com,254798419810,Female,Kiambu,3,Business,Other,Evening,Charcoal,23,Heavy Users
Mercy Njoroge,mercy.njoroge19@gmail.com,254709394758,Male,Makueni,10,Business,13kg,Afternoon,Kerosene,122,At-Risk
Jane Njoroge,jane.njoroge40@gmail.com,254705501389,Male,Nyandarua,3,Business,13kg,Afternoon,Electricity,59,Regular Users
Peter Ngugi,peter.ngugi19@gmail.com,254768766178,Female,Kiambu,3,House,13kg,Evening,None,36,Heavy Users
Grace Mugo,grace.mugo60@gmail.com,254790997504,Male,Mandera,3,House,6kg,Morning,Charcoal,120,Low Users
David Kimani,david.kimani75@gmail.com,254798394013,Male,Muranga,4,Business,13kg,Morning,None,122,At-Risk
David Kamau,david.kamau44@gmail.com,254784141561,Male,Meru,8,Bedsitter,13kg,Afternoon,Electricity,143,At-Risk
Paul Onyango,paul.onyango49@gmail.com,254764478294,Female,Nairobi,8,Apartment,Other,Evening,Electricity,71,Regular Users
Agnes Kibet,agnes.kibet56@gmail.com,254756765972,Male,Elgeyo Marakwet,10,Bedsitter,13kg,Afternoon,Firewood,71,Regular Users
Grace Njoroge,grace.njoroge32@gmail.com,254704519583,Male,Nakuru,5,House,13kg,Afternoon,Kerosene,143,At-Risk
Esther Mwangi,esther.mwangi89@gmail.com,254737209796,Male,Makueni,1,Business,13kg,Evening,Electricity,82,Regular Users
David Achieng,david.achieng59@gmail.com,254785327866,Male,Kericho,1,Bedsitter,13kg,Afternoon,Firewood,135,At-Risk
Jane Kimani,jane.kimani78@gmail.com,254746777223,Female,Lamu,4,Business,6kg,Morning,None,81,Regular Users
Mary Muriuki,mary.muriuki37@gmail.com,254733240233,Female,Kiambu,3,Apartment,13kg,Evening,Charcoal,26,Heavy Users
Peter Njoroge,peter.njoroge29@gmail.com,254786822057,Male,Nyeri,8,Business,13kg,Afternoon,Electricity,111,Low Users
Peter Cheruiyot,peter.cheruiyot16@gmail.com,254788626488,Female,Narok,1,Apartment,13kg,Evening,Charcoal,33,Heavy Users
Agnes Kiptoo,agnes.kiptoo24@gmail.com,254732737747,Male,Kirinyaga,1,Bedsitter,13kg,Morning,Charcoal,105,Low Users
Michael Mutua,michael.mutua9@gmail.com,254779545689,Female,Busia,6,Apartment,50kg,Afternoon,Charcoal,149,At-Risk
Mary Achieng,mary.achieng15@gmail.com,254759003814,Female,Elgeyo Marakwet,1,Apartment,Other,Evening,Electricity,81,Regular Users
Esther Mutua,esther.mutua5@gmail.com,254788821705,Female,Machakos,5,House,13kg,Evening,Electricity,98,Low Users
Peter Achieng,peter.achieng77gmail.com,254796389787,Female,Kakamega,4,House,13kg,Morning,Firewood,77,Regular Users
Mercy Kamau,mercy.kamau20@gmail.com,254798698127,Female,Kiambu,1,House,6kg,Evening,Charcoal,139,At-Risk
Agnes Maina,agnes.maina83@gmail.com,254744355219,Female,Kisumu,6,House,13kg,Morning,None,84,Regular Users
Joseph Kamau,joseph.kamau33@gmail.com,254717297071,Male,Nairobi,4,Bedsitter,13kg,Evening,Charcoal,32,Heavy Users
Faith Kimani,faith.kimani84@gmail.com,254752102078,Male,Kirinyaga,1,Bedsitter,13kg,Afternoon,Electricity,101,Low Users
Daniel Omondi,daniel.omondi45@gmail.com,254711909654,Female,Taita Taveta,3,Apartment,13kg,Evening,Charcoal,71,Regular Users
Agnes Omondi,agnes.omondi21@gmail.com,254722040608,Male,Kiambu,7,Business,13kg,Morning,Firewood,136,At-Risk
Mark Onyango,mark.onyango76@gmail.com,254711590705,Female,Siaya,9,Apartment,13kg,Afternoon,Charcoal,45,Heavy Users
Daniel Otieno,daniel.otieno81@gmail.com,254704081239,Female,Siaya,2,Bedsitter,50kg,Afternoon,Kerosene,53,Regular Users
Susan Muriuki,susan.muriuki21@gmail.com,254781842410,Male,Taita Taveta,3,Business,13kg,Afternoon,Charcoal,71,Regular Users
Mary Mwangi,mary.mwangi63@gmail.com,254781597962,Female,Mandera,3,Apartment,13kg,Evening,Kerosene,131,At-Risk
Mary Mutua,mary.mutua29@gmail.com,254795061438,Male,Taita Taveta,3,Bedsitter,6kg,Evening,Electricity,101,Low Users
Susan Onyango,susan.onyango45@gmail.com,254705491374,Female,Kajiado,10,Business,13kg,Afternoon,None,61,Regular Users
Faith Maina,faith.maina27@gmail.com,254785076047,Male,Machakos,6,Business,13kg,Afternoon,Firewood,40,Heavy Users
Jane Kimani,jane.kimani20@gmail.com,254748180081,Female,Nakuru,10,Apartment,6kg,Afternoon,None,61,Regular Users
Esther Kimani,esther.kimani32@gmail.com,254720413700,Male,Kiambu,10,House,13kg,Afternoon,None,132,At-Risk
Esther Njoroge,esther.njoroge37@gmail.com,254769401855,Male,Tharaka Nithi,2,Business,13kg,Evening,Charcoal,124,At-Risk
Robert Mutua,robert.mutua83@gmail.com,254735637554,Male,Kilifi,3,House,13kg,Evening,Firewood,36,Heavy Users
Michael Mwangi,michael.mwangi82@gmail.com,254779807781,Male,Kitui,9,Bedsitter,50kg,Evening,Electricity,139,At-Risk
Mercy Mugo,mercy.mugo30@@gmail.com,254744007404,Male,Taita Taveta,6,Business,13kg,Afternoon,Charcoal,148,At-Risk
Jane Cheruiyot,jane.cheruiyot32@gmail.com,254727484995,Male,Meru,6,House,13kg,Evening,Electricity,149,At-Risk
Ruth Mwangi,"ruth.mwangi39@gmail.com,",254706132397,Male,Wajir,3,Bedsitter,13kg,Afternoon,Charcoal,79,Regular Users
Grace Kamau,grace.kamau3@gmail.com,254786677303,Male,Meru,8,Apartment,6kg,Morning,Charcoal,67,Regular Users
Ruth Cheruiyot,ruth.cheruiyot57@gmail.com,254768631643,Female,Kiambu,9,Bedsitter,50kg,Morning,Charcoal,48,Regular Users
James Maina,james.maina11@gmail.com,254771189245,Female,Nairobi,8,Bedsitter,13kg,Afternoon,Charcoal,116,Low Users
Faith Maina,faith.maina5@gmail.com,254726609442,Male,Kiambu,7,House,6kg,Afternoon,None,29,Heavy Users
Joseph Muriuki,joseph.muriuki11@gmail.com,254791521469,Female,Kwale,5,Bedsitter,6kg,Morning,Charcoal,77,Regular Users
Paul Onyango,paul.onyango84@gmail.com,254753216149,Female,Lamu,1,House,6kg,Evening,Electricity,40,Heavy Users
Mary Otieno,mary.otieno69@gmail.com,254716982472,Male,Kitui,8,Bedsitter,13kg,Afternoon,Charcoal,47,Regular Users
Mark Kiptoo,mark.kiptoo51@gmail.com,254761783005,Male,Nyamira,6,Business,6kg,Morning,Charcoal,53,Regular Users
Michael Achieng,michael.achieng43@gmail.com,254769589768,Male,Nyamira,5,House,13kg,Afternoon,Firewood,27,Heavy Users
Lilian Kamau,lilian.kamau56@gmail.com,254798983632,Male,Kilifi,1,Bedsitter,13kg,Evening,Firewood,98,Low Users
James Kiptoo,james.kiptoo98@gmail.com,254786661834,Female,Nairobi,3,Business,Other,Evening,Firewood,106,Low Users
Ruth Kuria,ruth.kuria86@gmail.com,254762006389,Male,Muranga,3,Bedsitter,13kg,Afternoon,Charcoal,107,Low Users
